Sum of regret,Column Labels,,,,,
Row Labels,Deterministic,DeterministicAlternating,EpsilonFirst,EpsilonGreedy,Exp3,Grand Total
827,0.001457453,0,0.053140097,0.09178744,0.106280193,0.252665183
828,0.001453937,0,0.053075995,0.091676719,0.10615199,0.252358642
829,0.001450434,0,0.053012048,0.091566265,0.106024096,0.252052843
830,0.001446943,0,0.052948255,0.091456077,0.10589651,0.251747785
831,0.001443465,0,0.052884615,0.091346154,0.105769231,0.251443465
832,0.001439999,0,0.052821128,0.091236495,0.105642257,0.251139879
833,0.001436546,0,0.052757794,0.09352518,0.105515588,0.253235107
834,0.001433105,0,0.052694611,0.093413174,0.105389222,0.252930111
835,0.001429677,0,0.052631579,0.093301435,0.105263158,0.252625849
836,0.00142626,0,0.052568698,0.093189964,0.105137395,0.252322318
837,0.001422856,0,0.052505967,0.093078759,0.105011933,0.252019515
838,0.001419465,0,0.052443385,0.092967819,0.10488677,0.251717438
839,0.001416085,0,0.052380952,0.092857143,0.104761905,0.251416085
840,0.001412717,0,0.052318668,0.09274673,0.104637337,0.251115452
841,0.001409362,0,0.052256532,0.09263658,0.104513064,0.250815537
842,0.001406018,0,0.052194543,0.09489917,0.104389087,0.252888818
843,0.001402686,0,0.052132701,0.09478673,0.104265403,0.25258752
844,0.001399366,0,0.052071006,0.094674556,0.104142012,0.25228694
845,0.001396058,0,0.052009456,0.094562648,0.104018913,0.251987075
846,0.001392762,0,0.051948052,0.094451004,0.103896104,0.251687921
847,0.001389477,0,0.051886792,0.094339623,0.103773585,0.251389477
848,0.001386204,0,0.051825677,0.096584217,0.103651355,0.253447452
849,0.001382942,0,0.051764706,0.096470588,0.103529412,0.253147648
850,0.001379692,0,0.051703878,0.096357227,0.103407756,0.252848552
851,0.001376453,0,0.051643192,0.096244131,0.103286385,0.252550162
852,0.001373226,0,0.051582649,0.096131301,0.103165299,0.252252475
853,0.00137001,0,0.051522248,0.096018735,0.103044496,0.25195549
854,0.001366805,0,0.051461988,0.095906433,0.102923977,0.251659203
855,0.001363612,0,0.051401869,0.095794393,0.102803738,0.251363612
856,0.001360429,0,0.05134189,0.095682614,0.102683781,0.251068714
857,0.001357258,0,0.051282051,0.095571096,0.102564103,0.250774507
858,0.001354098,0,0.051222352,0.095459837,0.102444703,0.25048099
859,0.001350949,0,0.051162791,0.095348837,0.102325581,0.250188158
860,0.001347811,0,0.051103368,0.095238095,0.102206736,0.249896011
861,0.001344684,0,0.051044084,0.09512761,0.102088167,0.249604544
862,0.001341567,0,0.050984936,0.095017381,0.101969873,0.249313757
863,0.001338462,0,0.050925926,0.094907407,0.101851852,0.249023647
864,0.001335367,0,0.050867052,0.094797688,0.101734104,0.248734211
865,0.001332283,0,0.050808314,0.096997691,0.101616628,0.250754916
866,0.00132921,0,0.050749712,0.096885813,0.101499423,0.250464158
867,0.001326147,0,0.050691244,0.096774194,0.101382488,0.250174073
868,0.001323095,0,0.050632911,0.096662831,0.101265823,0.24988466
869,0.001320053,0,0.050574713,0.096551724,0.101149425,0.249595916
870,0.001317022,0,0.050516648,0.096440873,0.101033295,0.249307837
871,0.001314002,0,0.050458716,0.096330275,0.100917431,0.249020424
872,0.001310991,0,0.050400916,0.096219931,0.100801833,0.248733672
873,0.001307991,0,0.050343249,0.09610984,0.100686499,0.248447579
874,0.001305002,0,0.050285714,0.096,0.100571429,0.248162144
875,0.001302022,0,0.050228311,0.098173516,0.100456621,0.25016047
876,0.001299053,0,0.050171038,0.098061574,0.100342075,0.249873739
877,0.001296094,0,0.050113895,0.097949886,0.10022779,0.249587666
878,0.001293145,0,0.050056883,0.097838453,0.100113766,0.249302246
879,0.001290206,0,0.05,0.097727273,0.1,0.249017479
880,0.001287277,0,0.049943246,0.099886493,0.099886493,0.251003508
881,0.001284358,0,0.049886621,0.099773243,0.099773243,0.250717464
882,0.001281449,0,0.049830125,0.099660249,0.099660249,0.250432072
883,0.00127855,0,0.049773756,0.099547511,0.099547511,0.250147328
884,0.00127566,0,0.049717514,0.099435028,0.099435028,0.249863231
885,0.001272781,0,0.0496614,0.099322799,0.099322799,0.249579778
886,0.001269911,0,0.049605411,0.099210823,0.099210823,0.249296968
887,0.001267051,0,0.04954955,0.099099099,0.099099099,0.249014798
888,0.0012642,0,0.049493813,0.098987627,0.098987627,0.248733266
889,0.001261359,0,0.049438202,0.098876404,0.098876404,0.24845237
890,0.001258528,0,0.049382716,0.101010101,0.098765432,0.250416777
891,0.001255706,0,0.049327354,0.100896861,0.098654709,0.25013463
892,0.001252894,0,0.049272116,0.100783875,0.098544233,0.249853118
893,0.001250091,0,0.049217002,0.100671141,0.098434004,0.249572238
894,0.001247297,0,0.049162011,0.100558659,0.098324022,0.24929199
895,0.001244513,0,0.049107143,0.100446429,0.098214286,0.24901237
896,0.001241738,0,0.049052397,0.100334448,0.098104794,0.248733377
897,0.001238973,0,0.048997773,0.100222717,0.097995546,0.248455008
898,0.001236216,0,0.04894327,0.100111235,0.097886541,0.248177262
899,0.001233469,0,0.048888889,0.1,0.097777778,0.247900136
900,0.001230731,0,0.048834628,0.099889012,0.097669256,0.247623628
901,0.001228002,0,0.048780488,0.099778271,0.097560976,0.247347736
902,0.001225283,0,0.048726467,0.099667774,0.097452935,0.247072459
903,0.001222572,0,0.048672566,0.099557522,0.097345133,0.246797793
904,0.00121987,0,0.048618785,0.099447514,0.097237569,0.246523737
905,0.001217177,0,0.048565121,0.099337748,0.097130243,0.24625029
906,0.001214493,0,0.048511577,0.099228225,0.097023153,0.245977448
907,0.001211818,0,0.04845815,0.099118943,0.0969163,0.24570521
908,0.001209152,0,0.04840484,0.099009901,0.096809681,0.245433574
909,0.001206494,0,0.048351648,0.098901099,0.096703297,0.245162538
910,0.001203846,0,0.048298573,0.098792536,0.096597146,0.2448921
911,0.001201206,0,0.048245614,0.098684211,0.096491228,0.244622258
912,0.001198574,0,0.048192771,0.098576123,0.096385542,0.24435301
913,0.001195952,0,0.048140044,0.098468271,0.096280088,0.244084354
914,0.001193337,0,0.048087432,0.098360656,0.096174863,0.243816288
915,0.001190732,0,0.048034934,0.098253275,0.096069869,0.24354881
916,0.001188135,0,0.047982552,0.098146129,0.095965104,0.243281919
917,0.001185546,0,0.047930283,0.098039216,0.095860566,0.243015612
918,0.001182966,0,0.047878128,0.097932535,0.095756257,0.242749887
919,0.001180395,0,0.047826087,0.097826087,0.095652174,0.242484742
920,0.001177831,0,0.047774159,0.09771987,0.095548317,0.242220177
921,0.001175276,0,0.047722343,0.097613883,0.095444685,0.241956187
922,0.00117273,0,0.047670639,0.097508126,0.095341278,0.241692773
923,0.001170191,0,0.047619048,0.097402597,0.095238095,0.241429932
924,0.001167661,0,0.047567568,0.097297297,0.095135135,0.241167661
925,0.001165139,0,0.047516199,0.097192225,0.095032397,0.24090596
926,0.001162625,0,0.047464941,0.099244876,0.094929881,0.242802323
927,0.00116012,0,0.047413793,0.099137931,0.094827586,0.24253943
928,0.001157622,0,0.047362756,0.099031216,0.094725511,0.242277106
929,0.001155133,0,0.047311828,0.098924731,0.094623656,0.242015348
930,0.001152651,0,0.04726101,0.098818475,0.094522019,0.241754155
931,0.001150178,0,0.0472103,0.098712446,0.094420601,0.241493525
932,0.001147712,0,0.0471597,0.098606645,0.0943194,0.241233457
933,0.001145255,0,0.047109208,0.098501071,0.096359743,0.243115276
934,0.001142805,0,0.047058824,0.098395722,0.096256684,0.242854035
935,0.001140363,0,0.047008547,0.098290598,0.096153846,0.242593354
936,0.001137929,0,0.046958378,0.098185699,0.096051227,0.242333233
937,0.001135503,0,0.046908316,0.098081023,0.095948827,0.242073669
938,0.001133084,0,0.04685836,0.097976571,0.095846645,0.24181466
939,0.001130673,0,0.046808511,0.09787234,0.095744681,0.241556205
940,0.00112827,0,0.046758767,0.097768332,0.095642933,0.241298302
941,0.001125875,0,0.04670913,0.097664544,0.095541401,0.241040949
942,0.001123487,0,0.046659597,0.097560976,0.095440085,0.240784144
943,0.001121106,0,0.046610169,0.097457627,0.095338983,0.240527886
944,0.001118734,0,0.046560847,0.097354497,0.095238095,0.240272173
945,0.001116369,0,0.046511628,0.097251586,0.095137421,0.240017003
946,0.001114011,0,0.046462513,0.097148891,0.095036959,0.239762374
947,0.001111661,0,0.046413502,0.097046414,0.094936709,0.239508285
948,0.001109318,0,0.046364594,0.096944152,0.09483667,0.239254734
949,0.001106982,0,0.046315789,0.096842105,0.094736842,0.239001719
950,0.001104654,0,0.046267087,0.096740273,0.094637224,0.238749239
951,0.001102334,0,0.046218487,0.096638655,0.094537815,0.238497292
952,0.00110002,0,0.04616999,0.096537251,0.094438615,0.238245875
953,0.001097714,0,0.046121593,0.096436059,0.094339623,0.237994989
954,0.001095415,0,0.046073298,0.096335079,0.094240838,0.23774463
955,0.001093124,0,0.046025105,0.09623431,0.094142259,0.237494797
956,0.001090839,0,0.045977011,0.096133751,0.094043887,0.237245489
957,0.001088562,0,0.045929019,0.096033403,0.09394572,0.236996704
958,0.001086292,0,0.045881126,0.095933264,0.093847758,0.23674844
959,0.001084029,0,0.045833333,0.095833333,0.09375,0.236500695
960,0.001081772,0,0.04578564,0.095733611,0.093652445,0.236253469
961,0.001079523,0,0.045738046,0.095634096,0.093555094,0.236006758
962,0.001077281,0,0.04569055,0.095534787,0.093457944,0.235760563
963,0.001075046,0,0.045643154,0.095435685,0.093360996,0.23551488
964,0.001072818,0,0.045595855,0.095336788,0.093264249,0.23526971
965,0.001070597,0,0.045548654,0.095238095,0.093167702,0.235025049
966,0.001068383,0,0.045501551,0.095139607,0.093071355,0.234780896
967,0.001066176,0,0.045454545,0.095041322,0.092975207,0.23453725
968,0.001063975,0,0.045407637,0.09494324,0.092879257,0.234294109
969,0.001061781,0,0.045360825,0.094845361,0.092783505,0.234051472
970,0.001059594,0,0.045314109,0.094747683,0.092687951,0.233809337
971,0.001057414,0,0.04526749,0.094650206,0.092592593,0.233567702
972,0.00105524,0,0.045220966,0.094552929,0.092497431,0.233326566
973,0.001053074,0,0.045174538,0.094455852,0.092402464,0.233085928
974,0.001050913,0,0.045128205,0.094358974,0.092307692,0.232845785
975,0.00104876,0,0.045081967,0.094262295,0.092213115,0.232606137
976,0.001046613,0,0.045035824,0.094165814,0.092118731,0.232366982
977,0.001044473,0,0.044989775,0.09406953,0.09202454,0.232128317
978,0.001042339,0,0.04494382,0.093973442,0.091930541,0.231890143
979,0.001040212,0,0.044897959,0.093877551,0.091836735,0.231652457
980,0.001038091,0,0.044852192,0.093781855,0.091743119,0.231415257
981,0.001035977,0,0.044806517,0.093686354,0.091649695,0.231178543
982,0.001033869,0,0.044760936,0.093591048,0.09155646,0.230942313
983,0.001031768,0,0.044715447,0.093495935,0.091463415,0.230706564
984,0.001029673,0,0.044670051,0.093401015,0.091370558,0.230471297
985,0.001027584,0,0.044624746,0.093306288,0.09127789,0.230236509
986,0.001025502,0,0.044579534,0.093211753,0.09118541,0.230002199
987,0.001023426,0,0.044534413,0.093117409,0.091093117,0.229768365
988,0.001021356,0,0.044489383,0.093023256,0.091001011,0.229535007
989,0.001019293,0,0.044444444,0.094949495,0.090909091,0.231322323
990,0.001017236,0,0.044399596,0.094853683,0.090817356,0.231087872
991,0.001015185,0,0.044354839,0.094758065,0.090725806,0.230853895
992,0.00101314,0,0.044310171,0.094662638,0.090634441,0.230620391
993,0.001011102,0,0.044265594,0.094567404,0.09054326,0.230387359
994,0.001009069,0,0.044221106,0.094472362,0.090452261,0.230154798
995,0.001007043,0,0.044176707,0.09437751,0.090361446,0.229922706
996,0.001005023,0,0.044132397,0.094282849,0.090270812,0.229691081
997,0.001003009,0.002004008,0.044088176,0.094188377,0.090180361,0.231463931
998,0.001001001,0.002006014,0.044044044,0.094094094,0.09009009,0.231235243
999,0.000998999,0.004,0.044,0.094,0.09,0.232998999
Grand Total,13.58364686,1.008010022,172.2431019,119.3155432,252.7348059,558.8851079
